Sentence,Label
hard working ability work stress,c3
eager learn ambitious,c3
language,c4
arabic mothe tounge,c4
english v good,c4
french good,c4
projects,c14
power supply function generator car allarm digital,c14
circuit perfomrs multiplication using add shift,c14
summer 2014 trainee telecom egypt cairo egypt,c5
military service exemption,c11
marital status single,c11
octobar 6 university,c12
university,c12
faculty engineering,c12
faculty,c12
department,c12
electronics communication,c12
grade excellent grade honors,c13
graduation project drive test quadcopter,c14
grade project excellent,c13
univ degree b sc june 2014,c8
project overveiw,c14
design implement complete remotely drive testing solution using quad,c14
copter based 2 4ghz remote control added smart tablet smart android,c14
mobile phone developing application drive testing gsm umts,c14
certifications training experiences,c5
"microcontroller certificate sysnet lab center ""faculty",c5
"engineering cairo university"" excellent degree",c12
"gsm gprs basic training jelecom egypt ""faculty",c5
"engineering shams university"" excellent degree",c12
android course 3handseg company,c5
ccna,c5
personal soft skills,c3
team work spirit co operation,c3
hard worker stress,c3
good communication skills,c3
self motivated,c3
good communication presentation leadership skills,c3
self planning time management,c3
ability face solve problems,c3
language skills,c4
mother language arabic,c4
english good written spoken,c4
computer skills,c4
professional dealing computer software hardware,c4
programming java proteus electronic work bench,c4
professional dealing internet search engines browse,c4
web,c2
telecommunication,c2
marital status single,c11
2011 2016 faculty engineering mansoura university,c12
electronics communication department,c12
matlab,c2
printed circuit board pcb,c2
delta company fertilizers chemical industries 16/8/2014 10/9/2014,c5
extra curricular activities,c10
1 member ultras handsa family mansoura university,c10
2 volunteer resala charity organization,c10
summary,c11
motivated skilled team player interested electrical communication electronics,c11
looking summer internship reputable business learn corporate world,c11
work dynamics apply academic learning work place,c11
graduated cairo experimental language school june 2012,c8
electrical department faculty engineering shams university class 2013 2017,c12
previous grades,c13
prep good,c13
1st year good,c13
teamwork cooperative,c3
critical thinking,c3
accuracy attention details,c3
tolerant flexible,c3
organization prioritization skills,c3
problem analysis,c3
creativity,c3
hard worker,c3
planning,c3
time management,c3
business savvy,c3
key skills,c3
technical skills,c2
windows linux microsoft products google products,c2
eclipse visual studio matlab,c2
c/c++ html/css,c2
"cisco certified network association ccna "" routing switching "" self study",c2
arduino simple applications,c2
intro telecommunication mobile package,c2
language skills,c4
arabic native,c4
english advanced,c4
french elementary,c4
cisco certified network association ccna,c5
"routing switching """,c2
matlab,c2
project management fundamentals,c5
soft skills,c3
marketing fundamentals,c3
negotiation,c3
fundraising,c3
different types personalities,c3
participant marketing workshop,c10
participant huawei mobile package sessions,c5
leadership work experience,c3
apec associative power engineering community ,c10
aces annual conference engineering students ,c10
job title founder marketing director,c11
prestiges mission prestige online store aims deliver best quality men women,c10
accessories lowest prices market concerned clients prestige elegance,c11
idt industrial development team october 2014 till,c11
job title pr member,c10
idt vision egypt leading industrial country,c10
idt mission providing best engineering solutions executable industry,c10
society,c10
participant politics workshop,c10
islc auc international student leadership conference october 2013 march 2014,c10
job title member,c11
hobbies,c11
reading science philosophy technology business novels,c11
playing football sometimes running playing tennis,c11
military statues delayed,c11
postponement,c11
seeking full time job respectable company gain practical experience skills field,c11
programming developing software applications utilize develop,c2
experience become one team,c11
development business concepts background dealing multinational customers worldwide,c11
excellent interpersonal communication skills ability handle complex challenges,c3
hard working punctual energetic self motivated,c3
work pressure long hours,c3
able learn new tasks quickly,c3
good presentation public speaking skills,c3
ability work team individually according task,c3
self teaching using reference books internet,c3
