,Sentence,Label
1609,embedded systems communication,Techskills
1610,seeking opportunity internship,Others
1611,organization enrich,Others
1612,knowledge apply experience skills,Others
1613,education faculty engineering alexandria university,Faculty
1614,communication electronics department,Education
1615,expected grade good,Grade
1616,skills abilities languages,Personalskills
1617,arabic mother tongue,Language
1618,english professional working profeciency,Language
1619,programming languages c embedded c matlab,Techskills
1620,ide multisim xilinx ise eagle codeblocks microsoft visual,Techskills
1621,studio isis 7 codevision mikroc keil simulink,Techskills
1622,os windows linux,Techskills
1623,microsoft office,Techskills
1624,soft skills,Personalskills
1625,presentation skills,Personalskills
1626,good leadership skills,Personalskills
1627,good communication skills,Personalskills
1628,team worker,Personalskills
1629,time management,Personalskills
1630,circuit system insights february 2015 ieee,Courses
1631,elec1200 1x system view communications,Courses
1632,signals packets august november 2014 hong kong,Courses
1633,university science technology,Faculty
1634,avr micro controllers course june 2013,Courses
1635,ee105 microelectronics online course uc berkeley,Courses
1636,programming methodology cs 106 stanford university,Courses
1637,coffee radar july september 2014 egypt japan,Courses
1638,university science technology,Faculty
1639,training supposed build coffee radar,Techskills
1640,implement full system antenna analog digital real time,Project
1641,data processing pc interface,Techskills
1642,member software development team,Techskills
1643,led propeller display june 2013,Courses
1644,air surrounding rotating arm carrying array leds,Techskills
1645,without using micro controllers analog digital ics,Techskills
1646,developed Project adding infrared remote control,Project
1647,able change color text displayed,Techskills
1648,propeller,Techskills
1649,signal processing using matlab december 2014,Courses
1650,implemented general signal generator using matlab,Project
1651,implementation lti systems using impulse response,Project
1652,investigation system filtering convolution time,Project
1653,investigation effect noise random signal,Project
1654,dealing sound signals wav files,Project
1655,face recognition using eigenfaces november 2014,Project
1656,built matlab code generate eigenfaces perform,Project
1657,recognition process,Project
1658,vhdl Project digital clock,Project
1659,contribute upgrading company work,Project
1660,increase personal skills gain new experiences,Others
1661,bachelor computer science,Education
1662,faculty computers information cairo university,Faculty
1663,department information technology major information systems minor,Education
1664,ability work pressure teams,Personalskills
1665,ability work continuously long periods time,Personalskills
1666,ability speak fluent english little french,Language
1667,good communication presentation technical writing skills,Personalskills
1668,computer skills,Techskills
1669,good knowledge different programming languages like c/c++ c# java j2ee,Techskills
1670,j2me php python android cordova phonegap,Techskills
1671,good knowledge different web development technologies like html css,Techskills
1672,javascript bootstrap jquery,Techskills
1673,good knowledge different ides like microsoft visual studio netbeans eclipse,Techskills
1674,android studio oracle jdeveloper microsoft sql server matlab,Techskills
1675,good knowledge different db dbms tools like oracle sql pl/sql mysql,Techskills
1676,neo4j sqlite,Techskills
1677,good knowledge different java technologies like jsp jsf hibernate spring,Techskills
1678,maven,Techskills
1679,ability work different open source software,Techskills
1680,highly experienced software engineering uml tools,Techskills
1681,good knowledge 2d/3d graphics using photoshop flash 3d max,Techskills
1682,2013 2014 scholarship Project android application,Project
1683,developing bus hunter application using java android,Project
1684,2010 2011 army Project desktop application,Project
1685,developing weapons security system using c#,Project
1686,2008 2009 graduation Project web application,Project
1687,developing e mall system using php ajax flash,Project
